United States|1|Maryland|410
United States|1|Pennsylvania|412
United States|1|Massachusetts|413
United States|1|Wisconsin|414
United States|1|California|415
United States|1|Missouri|417
United States|1|Ohio|419
United States|1|Tennessee|423
United States|1|California|424
United States|1|Washington|425
United States|1|Texas|430
United States|1|Texas|432
United States|1|Virginia|434
United States|1|Utah|435
United States|1|Ohio|440
United States|1|Maryland|443
United States|1|Texas|469
United States|1|Georgia|478
United States|1|Arkansas|479
United States|1|Arizona|480
United States|1|Pennsylvania|484
United States|1|Arkansas|501
United States|1|Kentucky|502
United States|1|Oregon|503
United States|1|Louisiana|504
United States|1|New Mexico|505
United States|1|Minnesota|507
United States|1|Massachusetts|508
United States|1|Washington|509
United States|1|California|510
United States|1|Texas|512
United States|1|Ohio|513
United States|1|Iowa|515
United States|1|New York|516
United States|1|Michigan|517
United States|1|New York|518
United States|1|Arizona|520
United States|1|California|530
United States|1|Virginia|540
United States|1|Oregon|541
United States|1|New Jersey|551
United States|1|California|559
United States|1|Florida|561
United States|1|California|562
United States|1|Iowa|563
United States|1|Ohio|567
United States|1|Pennsylvania|570
United States|1|Virginia|571
United States|1|Missouri|573
United States|1|Indiana|574
United States|1|Oklahoma|580
United States|1|New York|585
United States|1|Michigan|586
United States|1|Mississippi|601
United States|1|Arizona|602
United States|1|New Hampshire|603
United States|1|South Dakota|605
United States|1|Kentucky|606
United States|1|New York|607
United States|1|Wisconsin|608
United States|1|New Jersey|609
United States|1|Pennsylvania|610
United States|1|Minnesota|612
United States|1|Ohio|614
United States|1|Tennessee|615
United States|1|Michigan|616
United States|1|Massachusetts|617
United States|1|Illinois|618
United States|1|California|619
United States|1|Kansas|620
United States|1|Arizona|623
United States|1|California|626
United States|1|Illinois|630
United States|1|New York|631
United States|1|Missouri|636
United States|1|Iowa|641
United States|1|New York|646
United States|1|California|650
United States|1|Minnesota|651
United States|1|Missouri|660
United States|1|California|661
United States|1|Mississippi|662
United States|1|Georgia|678
United States|1|Texas|682
United States|1|Florida|689
United States|1|North Dakota|701
United States|1|Nevada|702
United States|1|Virginia|703
United States|1|North Carolina|704
United States|1|Georgia|706
United States|1|California|707
United States|1|Illinois|708
United States|1|Iowa|712
United States|1|Texas|713
United States|1|California|714
United States|1|Wisconsin|715
United States|1|New York|716
United States|1|Pennsylvania|717
United States|1|New York|718
United States|1|Colorado|719
United States|1|Colorado|720
United States|1|Pennsylvania|724
United States|1|Florida|727
United States|1|Illinois|730
United States|1|Tennessee|731
United States|1|New Jersey|732
United States|1|Michigan|734
United States|1|Ohio|740
United States|1|Florida|754
United States|1|Virginia|757
United States|1|California|760
United States|1|Georgia|762
United States|1|Minnesota|763
United States|1|Indiana|765
United States|1|Missouri|769
United States|1|Georgia|770
United States|1|Florida|772
United States|1|Illinois|773
United States|1|Massachusetts|774
United States|1|Nevada|775
United States|1|Illinois|779
United States|1|Massachusetts|781
United States|1|Kansas|785
United States|1|Florida|786
United States|1|Utah|801
United States|1|Vermont|802
United States|1|South Carolina|803
United States|1|Virginia|804
United States|1|California|805
United States|1|Texas|806
United States|1|Hawaii|808
United States|1|Michigan|810
United States|1|Indiana|812
United States|1|Florida|813
United States|1|Pennsylvania|814
United States|1|Illinois|815
United States|1|Missouri|816
United States|1|Texas|817
United States|1|California|818
United States|1|North Carolina|828
United States|1|Texas|830
United States|1|California|831
United States|1|Texas|832
United States|1|South Carolina|843
United States|1|New York|845
United States|1|Illinois|847
United States|1|New Jersey|848
United States|1|Florida|850
United States|1|New Jersey|856
United States|1|Massachusetts|857
United States|1|California|858
United States|1|Kentucky|859
United States|1|Connecticut|860
United States|1|New Jersey|862
United States|1|Florida|863
United States|1|South Carolina|864
United States|1|Tennessee|865
United States|1|Arkansas|870
United States|1|Pennsylvania|878
United States|1|Tennessee|901
United States|1|Texas|903
United States|1|Florida|904
United States|1|Michigan|906
United States|1|Alaska|907
United States|1|New Jersey|908
United States|1|California|909
United States|1|North Carolina|910
United States|1|Georgia|912
United States|1|Kansas|913
United States|1|New York|914
United States|1|Texas|915
United States|1|California|916
United States|1|New York|917
United States|1|Oklahoma|918
United States|1|North Carolina|919
United States|1|Wisconsin|920
United States|1|California|925
United States|1|Arizona|928
United States|1|Tennessee|931
United States|1|Texas|936
United States|1|Ohio|937
United States|1|Texas|940
United States|1|Florida|941
United States|1|Michigan|947
United States|1|California|949
United States|1|California|951
United States|1|Minnesota|952
United States|1|Florida|954
United States|1|Texas|956
United States|1|Colorado|970
United States|1|Oregon|971
United States|1|Texas|972
United States|1|New Jersey|973
United States|1|Massachusetts|978
United States|1|Texas|979
United States|1|North Carolina|980
United States|1|Louisiana|985
United States|1|Michigan|989
Virgin Islands- British|1|British Virgin Islands|284
Virgin Islands- US|1|US Virgin Islands|340
Canada|1|Usa - Premium|900
Canada|1|Usa Toll Free|800
Canada|1||
Bahamas, The|1242||
Barbados|1246|Cellular-Digicel|256
Barbados|1246|Cellular|23
Barbados|1246||
Anguilla|1264|Cellular|235
Anguilla|1264||
Antigua And Barbuda|1268|Antigua Cellular|464
Antigua And Barbuda|1268||
British Virgin Islands|1284|Cellular|440
British Virgin Islands|1284||
US Virgin Islands|1340||
Cayman Islands|1345|Cellular|229
Cayman Islands|1345||
Bermuda|1441||
Grenada|1473|Cellular|403
Grenada|1473||
Turks And Caicos Islands|1649|Turks And Caicos Islands Cellular|231
Turks And Caicos Islands|1649||
Montserrat|1664|Cellular|349
Montserrat|1664||
Northern Mariana Islands|1670||
Guam|1671||
American Samoa|1684||
Saint Lucia|1758|St. Lucia Cellular|284
Saint Lucia|1758||
Dominica|1767|Cellular-Digicel|611
Dominica|1767|Cellular|225
Dominica|1767||
Saint Vincent And The Grenadines|1784|St. Vincent Cellular|430
Saint Vincent And The Grenadines|1784||
Puerto Rico|1787||
Dominican Republic|1809|Cellular|201
Dominican Republic|1809||
Dominican Republic|1829||
Trinidad And Tobago|1868|Trinidad Port Of Spain|621
Trinidad And Tobago|1868|Trinidad Cellular|46
Trinidad And Tobago|1868|Trinidad Cellular-Others|29
Trinidad And Tobago|1868||
Saint Kitts And Nevis|1869|St. Kitts Cellular|556
Saint Kitts And Nevis|1869|St. Kitts Nevis|469
Saint Kitts And Nevis|1869||
Jamaica|1876|Cellular-Digicell-Sell|285
Jamaica|1876|Cellular-Sell|210
Jamaica|1876||
Puerto Rico|1939||
Egypt|20|Banha|13
Egypt|20|10Th Of Ramadan|15
Egypt|20|Tanta|40
Egypt|20|Damanhohr|45
Egypt|20|Marsa Matrrouh|46
Egypt|20|Kafer El Sheik|47
Egypt|20|Sadat|48
Egypt|20|Mansoura|50
Egypt|20|Zagazig|55
Egypt|20|Spare|56
Egypt|20|Damiette|57
Egypt|20|Suez|62
Egypt|20|Atm Service|63
Egypt|20|Ismailia|64
Egypt|20|Red Sea|65
Egypt|20|Port Said|66
Egypt|20|El Arish|68
Egypt|20|El Tour|69
Egypt|20|Beni Suef|82
Egypt|20|Fayoum|84
Egypt|20|Minia|86
Egypt|20|Assiout|88
Egypt|20|Wadi El Gedid (Oases)|92
Egypt|20|Sohag|93
Egypt|20|Luxor|95
Egypt|20|Qunea|96
Egypt|20|Aswan|97
Egypt|20|Cellular|10
Egypt|20|El Mahallah|43
Egypt|20|Cairo|2
Egypt|20|Alexandria|3
Egypt|20||
Western Sahara|212|Laayoune|28
Morocco|212|Cellular-Others|40
Morocco|212|Rabat|37
Morocco|212|Cellular|26
Morocco|212|Casablanca|22
Morocco|212|Cellular-Meditel|12
Morocco|212|Cellular-Maroc|10
Morocco|212|Marrakech|44
Morocco|212|Tangiers|99
Morocco|212|Casablanca|2
Morocco|212|Rabat|3
Morocco|212|Rabat|7
Morocco|212||
Algeria|213|Algiers|21
Algeria|213|Cellular-Orascom|7
Algeria|213|Cellular|6
Algeria|213|Cellular-Wataniya|5
Algeria|213|Algiers|2
Algeria|213|Annaba|8
Algeria|213|Constantine|4
Algeria|213||
Tunisia|216|Tunis|71
Tunisia|216|Nabeul|72
Tunisia|216|Sousse|73
Tunisia|216|Sfax|74
Tunisia|216|Gabes|75
Tunisia|216|Gafsa|76
Tunisia|216|Kairouan|77
Tunisia|216|Kef|78
Tunisia|216|Cellular|79
Tunisia|216|Cellular-na|2
Tunisia|216|Ariana|1
Tunisia|216|Kairouan|7
Tunisia|216|Port El Kantaoui|3
Tunisia|216|Sfax|4
Tunisia|216||
Libya|218|Sidiessaiah|205
Libya|218|Suk Elkhamis|206
Libya|218|Swajni|224
Libya|218|Zahra|252
Libya|218|Hashan|271
Libya|218|Azizia|272
Libya|218|Abu Issa|274
Libya|218|Matred|275
Libya|218|Mamura|277
Libya|218|Elmaya|279
Libya|218|Jmail|281
Libya|218|Ajailat|282
Libya|218|Hugialin|284
Libya|218|Bani Walid|322
Libya|218|Wadi Keam|323
Libya|218|Tarhuna|325
Libya|218|Kussabat|326
Libya|218|Yefren|421
Libya|218|Mizda|422
Libya|218|Guassem|423
Libya|218|Buzayan|425
Libya|218|Kikla|427
Libya|218|Rujban|452
Libya|218|Reyana|453
Libya|218|Al Josh|454
Libya|218|Kabaw|481
Libya|218|Tigi|482
Libya|218|Ghadames|484
Libya|218|Zliten|521
Libya|218|Tawergha|522
Libya|218|Dafnia|523
Libya|218|Kasarahmad|524
Libya|218|Zawyat Elmahjub|526
Libya|218|Bugrain|529
Libya|218|Abuhadi|551
Libya|218|Abengawad|553
Libya|218|Wadi Jeref|554
Libya|218|Noflia|555
Libya|218|Wodan|581
Libya|218|Sokna|582
Libya|218|Soussa|583
Libya|218|Zella|584
Libya|218|Gmines|623
Libya|218|Elkuwaifia|624
Libya|218|Deriana|625
Libya|218|Kaalifa|626
Libya|218|Jerdina|627
Libya|218|Seluk|628
Libya|218|Elmagrun|629
Libya|218|Kofra|652
Libya|218|Ojla|653
Libya|218|Sidi Sultan|654
Libya|218|Bisher|655
Libya|218|Jalo|657
Libya|218|Tolmitha|681
Libya|218|Jardas|682
Libya|218|Taknes|683
Libya|218|Elbayada|684
Libya|218|Tomina|685
Libya|218|Brak|721
Libya|218|Edry|723
Libya|218|Ghat|724
Libya|218|Murzuk|725
Libya|218|Um Laranib|726
Libya|218|Zawaya|727
Libya|218|Ghrefa|729
Libya|218|Wadi Atba|731
Libya|218|Bergen|732
Libya|218|Garda|733
Libya|218|Traghen|734
Libya|218|Gubba|821
Libya|218|Shahat|851
Libya|218|Massa|852
Libya|218|Slenta|854
Libya|218|Jaghbub|884
Libya|218|Tripoli|21
Libya|218|Ben Gashir|22
Libya|218|Ezzaonia|23
Libya|218|Sabratha|24
Libya|218|Zuara|25
Libya|218|Taigura|26
Libya|218|Khums|31
Libya|218|Garian|41
Libya|218|Nalut|47
Libya|218|Misratah|51
Libya|218|Sirt|54
Libya|218|Hun|57
Libya|218|Benghazi|61
Libya|218|Benina|63
Libya|218|Elmareg|67
Libya|218|Sebha|71
Libya|218|Ubary|73
Libya|218|Derna|81
Libya|218|Haraua|82
Libya|218|El Beida|84
Libya|218|Cellular|91
Libya|218||
Gambia|220|Sanyang|441
Gambia|220|Kotu|446
Gambia|220|Yundum|447
Gambia|220|Bakau|449
Gambia|220|Banjul|42
Gambia|220|Serekunda|43
Gambia, The|220|Gambia Cellular|6
Gambia, The|220||
Senegal|221|Cellular-Orange|77
Senegal|221|Cellular-Tigo|76
Senegal|221|Dakar|8
Senegal|221|Outside Dakar|9
Senegal|221|Cellular|2
Senegal|221||
Mauritania|222|Cellular|6
Mauritania|222||
Mali|223|Cellular-tel|55
Mali|223|Orange|42
Mali|223|Cellular- Orange|30
Mali|223|Bamako|22
Mali|223||
Guinea|224|Cellular-Intercel|6310
Guinea|224|Cellular-Mtn|64
Guinea|224|Cellular-Other|63
Guinea|224|Cellular|62
Guinea|224|Cellular-Sotelgui|60
Guinea|224||
Cote D'Ivoire|225|Plateau|20
Cote D'Ivoire|225|Abidjan|21
Cote D'Ivoire|225|Cocody|22
Cote D'Ivoire|225|Banco|23
Cote D'Ivoire|225|Abobo|24
Cote D'Ivoire|225|Yamoussoukro|30
Cote D'Ivoire|225|Bouake|31
Cote D'Ivoire|225|Daloa|32
Cote D'Ivoire|225|Man|33
Cote D'Ivoire|225|San Pedro|34
Cote D'Ivoire|225|Abengourou|35
Cote D'Ivoire|225|Korhogo|36
Cote D'Ivoire (Ivory Coast)|225|Ivory Coast Cellular-Comium|66
Cote D'Ivoire (Ivory Coast)|225|Ivory Coast Cellular-Orange|07
Cote D'Ivoire (Ivory Coast)|225|Ivory Coast Cellular-Mtn|04
Cote D'Ivoire (Ivory Coast)|225|Ivory Coast Abidjan|2
Cote D'Ivoire (Ivory Coast)|225||
Burkina Faso|226|Western Provinces|20
Burkina Faso|226|Eastern Provinces|40
Burkina Faso|226|Centre Provinces|50
Burkina Faso|226|Cellular-Telecel|78
Burkina Faso|226|Cellular-Celtel|75
Burkina Faso|226|Cellular|7
Burkina Faso|226||
Niger|227|Cellular-Celtel|96
Niger|227|Cellular-Telecel|94
Niger|227|Cellular-Sahelcom|93
Niger|227||
Togo|228|Cellular-cel|06
Togo|228|Cellular-Telecel|01
Togo|228|Lome|2
Togo|228|Maritime Region|3
Togo|228|Plateaux|4
Togo|228|Central Region|5
Togo|228|Kara Region|6
Togo|228|Savannah|7
Togo|228||
Benin|229|Oueme|20
Benin|229|Atlantique|21
Benin|229|Collines|22
Benin|229|Alibori|23
Benin|229|Cellular - Mtn|97
Benin|229|Cellular|9
Benin|229||
Mauritius|230|Government Centre|201
Mauritius|230|Port Louis|202
Mauritius|230|Port Louis|203
Mauritius|230|Triolet|204
Mauritius|230|Port Louis|206
Mauritius|230|Port Louis|207
Mauritius|230|Port Louis|208
Mauritius|230|Grand Bay|209
Mauritius|230|Port Louis|210
Mauritius|230|Port Louis|211
Mauritius|230|Port Louis|212
Mauritius|230|Plaine Verte|216
Mauritius|230|Signal Mountain|217
Mauritius|230|Coromandel|233
Mauritius|230|Pointe Aux Sables|234
Mauritius|230|Albion|238
Mauritius|230|Port Louis|239
Mauritius|230|Plaine Verte|240
Mauritius|230|Plaine Verte|241
Mauritius|230|Plaine Verte|242
Mauritius|230|Pamplemousses|243
Mauritius|230|Long Mountain|245
Mauritius|230|Tombeau Bay|247
Mauritius|230|Terre Rouge|248
Mauritius|230|Terre Rouge|249
Mauritius|230|Triolet|261
Mauritius|230|Cap Malheureux|262
Mauritius|230|Grand Bay|263
Mauritius|230|Piton|264
Mauritius|230|Trou Aux Biches|265
Mauritius|230|Mapou|266
Mauritius|230|Grand Bay|269
Mauritius|230|Flacq|271
Mauritius|230|Goodlands|282
Mauritius|230|Goodlands|283
Mauritius|230|Pailles|286
Mauritius|230|Grand Gaube|288
Mauritius|230|Flacq|401
Mauritius|230|Flacq|402
Mauritius|230|Flic-En-Flac|403
Mauritius|230|Poste Lafayette|410
Mauritius|230|Roches Noires|411
Mauritius|230|Riviere Du Rempart|412
Mauritius|230|Flacq|413
Mauritius|230|Olivia|414
Mauritius|230|Belle Mare|415
Mauritius|230|Camp De Masque|416
Mauritius|230|Quatre Soeurs|417
Mauritius|230|Brisee Verdiere|418
Mauritius|230|Bel Air|419
Mauritius|230|Candos|424
Mauritius|230|Candos|425
Mauritius|230|Candos|426
Mauritius|230|Candos|427
Mauritius|230|Ripailles|431
Mauritius|230|Moka|433
Mauritius|230|Quartier Militaire|435
Mauritius|230|Montagne Blanche|437
Mauritius|230|Le Morne|450
Mauritius|230|La Gaulette|451
Mauritius|230|Bambous|452
Mauritius|230|Flic En Flac|453
Mauritius|230|Rose Hill|454
Mauritius|230|Rose Hill|464
Mauritius|230|Rose Hill|465
Mauritius|230|Rose Hill|466
Mauritius|230|Rose Hill|467
Mauritius|230|Trou D'Eau Douce|480
Mauritius|230|Tamarin|483
Mauritius|230|Ripailles|501
Mauritius|230|Riviere Du Rempart|502
Mauritius|230|Trou Aux Biches|505
Mauritius|230|Pailles|506
Mauritius|230|Grand Bois|507
Mauritius|230|Port Louis|508
Mauritius|230|Port Louis|510
Mauritius|230|Port Louis|511
Mauritius|230|Port Louis|512
Mauritius|230|Belle Mare|515
Mauritius|230|Camp De Masque|516
Mauritius|230|Quatre Soeurs|517
Mauritius|230|Brisee Verdiere|518
Mauritius|230|Bel Air|519
Mauritius|230|Baie Du Cap|521
Mauritius|230|Chemin Grenier|522
Mauritius|230|Seizieme Mile|524
Mauritius|230|Souillac|525
Mauritius|230|Candos|526
Mauritius|230|Candos|527
Mauritius|230|Candos|528
Mauritius|230|Rose Belle|529
Mauritius|230|Mahebourg|531
Mauritius|230|Coromandel|533
Mauritius|230|Moka|534
Mauritius|230|Pointe Aux Sables|535
Mauritius|230|Montagne Blanche|537
Mauritius|230|Flacq|539
Mauritius|230|Plaine Verte|540
Mauritius|230|Plaine Verte|541
Mauritius|230|Plaine Verte|542
Mauritius|230|Pamplemousses|543
Mauritius|230|Long Mountain|545
Mauritius|230|Tombeau Bay|547
Mauritius|230|Terre Rouge|549
Mauritius|230|La Gaulette|551
Mauritius|230|Bambous|552
Mauritius|230|Flic En Flac|553
Mauritius|230|Piton|554
Mauritius|230|Quartier Militaire|555
Mauritius|230|Mapou|556
Mauritius|230|Albion|558
Mauritius|230|Triolet|561
Mauritius|230|Cap Malheureux|562
Mauritius|230|Grand Bay|563
Mauritius|230|Rose Hill|564
Mauritius|230|Rose Hill|565
Mauritius|230|Rose Hill|566
Mauritius|230|Grand Gaube|568
Mauritius|230|Forest Side|570
Mauritius|230|Forest Side|571
Mauritius|230|Forest Side|572
Mauritius|230|Beau Bassin|573
Mauritius|230|Beau Bassin|574
Mauritius|230|Riviere Des Anguilles|576
Mauritius|230|Nouvelle France|577
Mauritius|230|Trou D'Eau Douce|580
Mauritius|230|Dagotiere|581
Mauritius|230|Goodlands|582
Mauritius|230|Tamarin|583
Mauritius|230|Glen Park|584
Mauritius|230|Glen Park|585
Mauritius|230|Floreal|586
Mauritius|230|Floreal|587
Mauritius|230|Floreal|588
Mauritius|230|Floreal|589
Mauritius|230|Poste Lafayette|591
Mauritius|230|Riche-En-Eau|593
Mauritius|230|Vieux Grand Port|594
Mauritius|230|Dubreuil|595
Mauritius|230|L'Escalier|596
Mauritius|230|Plaisance|597
Mauritius|230|Floreal|601
Mauritius|230|Floreal|602
Mauritius|230|Floreal|603
Mauritius|230|Floreal|604
Mauritius|230|Grand Bois|617
Mauritius|230|La Prairie|620
Mauritius|230|Baie Du Cap|621
Mauritius|230|Chemin Grenier|622
Mauritius|230|Bel Ombre|623
Mauritius|230|Souillac|625
Mauritius|230|Riviere Des Anguilles|626
Mauritius|230|Rose Belle|627
Mauritius|230|Mahebourg|631
Mauritius|230|Riche-En-Eau|633
Mauritius|230|Vieux Grand Port|634
Mauritius|230|L'Escalier|636
Mauritius|230|Plaisance|637
Mauritius|230|Seizieme Mile|664
Mauritius|230|Dubreuil|665
Mauritius|230|Forest Side|670
Mauritius|230|Forest Side|674
Mauritius|230|Forest Side|675
Mauritius|230|Forest Side|676
Mauritius|230|Nouvelle France|677
Mauritius|230|Glen Park|684
Mauritius|230|Floreal|686
Mauritius|230|Floreal|696
Mauritius|230|Floreal|697
Mauritius|230|Floreal|698
Mauritius|230|Agalega|814
Mauritius|230|Riviere Coco|831
Mauritius|230|La Ferme|832
Mauritius|230||
Liberia|231|Cellular-Cellcom|7
Liberia|231|Cellular-Lonestar|6
Liberia|231|Cellular-Comium|5
Liberia|231|Cellular-Libercell|4
Liberia|231||
Sierra Leone|232|Freetown|22
Sierra Leone|232|Bo Y Kenema|32
Sierra Leone|232|Cellular-Celtel|76
Sierra Leone|232|Cellular|23
Sierra Leone|232||
Ghana|233|Akosombo|251
Ghana|233|Axim|342
Ghana|233|Elubo|345
Ghana|233|Takoradi2|362
Ghana|233|Dunkwa|372
Ghana|233|Asankragua|392
Ghana|233|Samreboi|394
Ghana|233|Enchi|395
Ghana|233|Winneba1|432
Ghana|233|Konongo|531
Ghana|233|Mampong-Ashanti|561
Ghana|233|Ejura|565
Ghana|233|Brong Ahafo|567
Ghana|233|Yeji|568
Ghana|233|Bekwai|572
Ghana|233|Obuasi|582
Ghana|233|Berekum|642
Ghana|233|Dormaa-Ahenkro|648
Ghana|233|Wenchi|652
Ghana|233|Techiman|653
Ghana|233|Walewale|715
Ghana|233|Buipe|716
Ghana|233|Damongo|717
Ghana|233|Bawku|743
Ghana|233|Bole|746
Ghana|233|Salaga|752
Ghana|233|Wa1|756
Ghana|233|Gambaga|762
Ghana|233|Nkawkaw / Nsawam|842
Ghana|233|Mpraeso|846
Ghana|233|Donkorkrom|848
Ghana|233|Mampong-Akwapim|872
Ghana|233|Aburi|876
Ghana|233|Akim Oda|882
Ghana|233|Hohoe|935
Ghana|233|Akatsi / Kete-Krachi|953
Ghana|233|Aflao|962
Ghana|233|Keta|966
Ghana|233|Ada|968
Ghana|233|Accra|21
Ghana|233|Lashibi|22
Ghana|233|Takoradi|31
Ghana|233|Swedru|41
Ghana|233|Cape Coast|42
Ghana|233|Kumasi|51
Ghana|233|Sunyani|61
Ghana|233|Tamale|71
Ghana|233|Bolgatanga|72
Ghana|233|Koforidua|81
Ghana|233|Ho|91
Ghana|233|Cellular-Areeba|24
Ghana|233|Cellular|20
Ghana|233||
Nigeria|234|Starcomms|2870
Nigeria|234|Lagos Special Services|1288
Nigeria|234|Cellular-Nitel|804
Nigeria|234|Cellular-Vee Mobile|708
Nigeria|234|Cellular-Globacom|705
Nigeria|234|Cellular-Mtn|703
Nigeria|234|Multilinks|121
Nigeria|234|Ado-Ekiti|30
Nigeria|234|Ilorin|31
Nigeria|234|New Bussa|33
Nigeria|234|Akure|34
Nigeria|234|Oshogbo|35
Nigeria|234|Ile-Ife|36
Nigeria|234|Ijebu-Ode|37
Nigeria|234|Oyo|38
Nigeria|234|Abeokuta|39
Nigeria|234|Wukari|41
Nigeria|234|Enugu|42
Nigeria|234|Abakaliki|43
Nigeria|234|Makurdi|44
Nigeria|234|Ogoja|45
Nigeria|234|Onitsha|46
Nigeria|234|Lafia|47
Nigeria|234|Awka|48
Nigeria|234|Ikare|50
Nigeria|234|Owo|51
Nigeria|234|Benin|52
Nigeria|234|Warri|53
Nigeria|234|Sapele|54
Nigeria|234|Agbor|55
Nigeria|234|Asaba|56
Nigeria|234|Auchi|57
Nigeria|234|Lokoja|58
Nigeria|234|Okitipupa|59
Nigeria|234|Sokoto|60
Nigeria|234|Kafanchan|61
Nigeria|234|Kaduna|62
Nigeria|234|Gusau|63
Nigeria|234|Kano|64
Nigeria|234|Katsina|65
Nigeria|234|Minna|66
Nigeria|234|Kontagora|67
Nigeria|234|Brinin-Kebbi|68
Nigeria|234|Zaria|69
Nigeria|234|Pankshin|70
Nigeria|234|Azare|71
Nigeria|234|Gombe|72
Nigeria|234|Jos|73
Nigeria|234|Yola|75
Nigeria|234|Maiduguri|76
Nigeria|234|Bauchi|77
Nigeria|234|Hadejia|78
Nigeria|234|Jalingo|79
Nigeria|234|Aba|82
Nigeria|234|Owerri|83
Nigeria|234|Port-Harcourt|84
Nigeria|234|Uyo|85
Nigeria|234|Ahoada|86
Nigeria|234|Calabar|87
Nigeria|234|Umuahia|88
Nigeria|234|Yenogoa|89
Nigeria|234|Cellular|80
Nigeria|234|Abeokuta|90
Nigeria|234|Lagos|1
Nigeria|234|Ibadan|2
Nigeria|234|Abuja|9
Nigeria|234||
Chad|235|Batha|250
Chad|235|Goudji|251
Chad|235|Farcha|252
Chad|235|N’Djamena|253
Chad|235|Hadjer Lamis|254
Chad|235|Moyen Chari|268
Chad|235|Logone Oriental|269
Chad|235|Cellular|2
Chad|235||
Central African Republic|236||
Cameroon|237|Bahenda|36
Cameroon|237|Buea|32
Cameroon|237|Yaounde|23
Cameroon|237|Cellular-Orange|9
Cameroon|237|Cellular-Mtn|7
Cameroon|237||
Cape Verde|238|Islands Cellular|9
Cape Verde|238||
Sao Tome And Principe|239|Sao Tome|2
Sao Tome And Principe|239||
Equatorial Guinea|240|Malabo|7
Equatorial Guinea|240|Bata|8
Equatorial Guinea|240|Bioko Island|9
Equatorial Guinea|240||
Gabon|241|Republic Cellular-Telecel|05
Gabon|241|Libreville|1
Gabon|241|Outside Libreville|2
Gabon|241||
Congo|242|Cuvette|21
Congo|242|Sangha|22
Congo|242|Pool|23
Congo|242|Plateaux|24
Congo|242|Niari|25
Congo|242|Brazzaville|28
Congo|242|Pointe-Noire|29
Congo, Republic Of The (Congo – Brazzaville)|242|Congo Cellular-Mtn|6
Congo, Republic Of The (Congo – Brazzaville)|242|Congo Cellular|5
Congo, Republic Of The (Congo – Brazzaville)|242|Congo Cellular-Warid|4
