en,Роля,Role
en,Наследяване,Inheritance
en,"Класове, имащи _436a",Classes with interfaces
en,Видимост,Visibility
en,Интерфейс,Interface
en,Кога?,When?
en,Кой?,Who?
en,Какво?,What?
en,часа,hours
en,мин.,min
en,час,hour
en,Час,Hour
en,и,and
en,Периодични про_b38f,Scheduled tasks
en,Описание,Description
en,Параметри,Parameters
en,Логове на Cron,Logs of Cron
en,Кеширани обекти,Cached objects
en,Ключ,Key
en,Живот,Lifetime
en,Изтриване на и_33938,Delete expired records
en,Изтриване на в_84902,Delete all records
en,Обект,Object
en,Срок,Deadline 
en,ISO информация з_9f55,ISO information about countries
en,Наименование,Name
en,Формално име,Formal name
en,Суверинитет,Dependency
en,Столица,Capital
en,валута,currency
en,код,code
en,име,name
en,ITU-T телефонен код,ITU-T telephone code
en,разширение,extension
en,Страни,Countries
en,Домейни,Domains
en,Празници,Holidays
en,IP-to-Country,IP-to-Country
en,Тел. кодове,Tel. codes
en,ЗДДС №,VAT ID
en,МВР,MVR
en,Съдилища,Courts
en,на момента,in time
en,веднага,now
en,on time,on time
en,Затваряне,Close
en,Greece,Greece
en,Адрес и контакти,Addresses and contacts
en,Web сайт,Web сайт
en,Решение по рег_047c8,Decision on registration
en,Фирмено дело,Company file
en,Година,Year
en,Друга информация,Other info
en,Изтриване,Delete
en,Наистина ли же_0a920,Do you really like to delete the document?
en,Банкови сметки,Bank accounts
en,Все още няма ба_4e42,No bank accounts yet
en,Добавяне на но_b0da9,Add a new bank account
en,Локации,Locations
en,Все още няма ло_238c,No locations yet
en,Добавяне на но_972cc,Add a new location
en,Фирми,Companies
en,Лица,Persons
en,Групи,Groups
en,Календар,Calendar
en,Изход,Exit
en,Горе,Top
en,Широк,Wide
en,Страницата е з_933c4,The page is loaded on
en,Липсващ метод:,Missing method:
en,на,on
en,Домейн,Domain
en,Публичност,Publicity
en,Данни за празн_fd20a,Data for holidays in calendar
en,Ден,Day
en,База,Base
en,Поздрав,Greeting
en,Празник,Празник
en,Държава-към-IP,Country-to-IP
en,IP,IP
en,минимално,minimal
en,Ip,Ip
en,максимално,maximal
en,Код на държава,Country code
en,Телефонни кодове,Phone codes
en,Страна,Country
en,Код,Code
en,Регион,Region
en,Регистър на да_dcfbe,Register of VATs
en,VAT,VAT
en,Проверен на,Proof in
en,Използван на,Used on
en,Проверка на VAT _cab97,VAT number check
en,МВР по страната,MVR in Bulgaria
en,Град,City
en,Сметка,Account
en,Пулт,Tools
en,Окръжни съдилища,District courts
en,Редактиране на_b8ea,Record editing
en,Градски съд,City court
en,Окръжен съд,District court
en,Е-кутия,E-box
en,Bulgaria,Bulgaria
en,Нов,New
en,Трудови Договори,Employment Contracts
en,Управител,Manager
en,Служител,Employe
en,Образование,Education
en,Специалност,Speciality
en,Диплома №,Diploma №
en,Издадена от,Issued by
en,Трудов стаж,Work experience
en,Работа,Job
en,Отдел,Department
en,Смяна,Shift
en,Длъжност,Position
en,Условия,Conditions
en,Годишен отпуск,Annual leave
en,Предизвестие,Notice
en,Изпитателен срок,Probation
en,Допълнителни,Additional
en,Длъжности,Positions
en,Отдели,Departments
en,Смени,Shifts
en,Цикли,Cycles
en,Шаблони,Templates
en,Сделки за прод_1427c,Sales deals
en,Фактури,Invoices
en,Избор,Choise
en,Товарачи,Loaders
en,Последна употр_c0e5,Last use
en,Текущ,Current
en,Лабораторни те_54ab,Laboratory tests
en,Вид,Type
en,Партида,Batch
en,Произход,Origin
en,Възложител,Assignor
en,Активиран,Active
en,Тестове,Tests
en,Методи,Methods
en,Събития,Events
en,Картодържател,Card-owner
en,Карта,Card
en,Четец,Reader
en,Действие,Action
en,Други,Other
en,Карти,Cards
en,Четци,Readers
en,Обекти,Objects
en,Собственици,Owners
en,Оборотни ведом_cdde,Trial balances
en,Период,Period
en,от,from
en,до,to
en,Мемориални ордери,Accounting memos
en,Журнал,Journal
en,Списък с всичк_25ee6,List with all currencies
en,Валута,Currency
en,обновяване,update
en,курс,rate
en,Нова валута,New currency
en,Групи валути,Groups of currencies
en,Валутни курсове,Currency rates
en,Индекси,Indexes
en,Номенклатури,Lists
en,Валутни групи,Currency groups
en,Исторически ва_3350,Historical currency rates
en,Tаблица,Table
en,Линии,Lines
en,Площ,Surface
en,Торта,Cake
en,Курс,Rate
en,дата,date
en,стойност,value
en,Към основна ва_172de,To main currency
en,Зареди от ECB,Load from ECB
en,Индекс,Index
en,Срочност,Term
en,За дата,Date
en,Стойност,Value
en,Зареждане EURIBOR,Load EURIBOR
en,Зареждане EONIA,Load EONIA
en,Зареждане SOFIBID _633f,Load SOFIBID & SOFIBOR
en,бележка,note
en,Pixlr,Pixlr
en,Kп,Cp
en,Рецепта,Recipe
en,Статия,Article
en,Системен Администратор,System Administrator
en,Автоматично ру_fc36,Automatic routing
en,Потребителски _74e3,User rules
en,Автоматични пр_76f8,Automatic routing rules
en,домейн,domain
en,Означение,Callout
en,"Параметри, под_a428f","Parameters, supported by the sensors"
en,Последни 3 мец.,Last 3 months
en,Последен месец,Last month
en,Последна седмица,Last week
en,Последни 24 часа,Last 24 hours
en,По седмици,Weekly
en,Мин. дневни,Min. daily
en,Макс. дневни,Max. daily
en,По дни,Daily
en,По часове,Hourly
en,Без осредняване,Without averaging
en,Осредняване,Averaging
en,Индикатор,Indicator
en,Индикатори,Indicators
en,Порт,Port
en,Портове,Ports
en,Контролери,Controllers
en,Лог на индикаторите,Indicator's log
en,Мениджър изгледи,Views manager
en,Наблюдение,Surveillance
en,Показания,Indications
en,Драйвер,Driver
en,Сензори,Sensors
en,Притежание,Possession
en,Притежател,Holder
en,Притежания,Possessions
en,Rfid номер,Rfid number
en,Публични статии,Public Articles
en,Статии,Articles
en,Лейаут,Layout
en,Източник,Source
en,Публично съдър_149d,Public content
en,Прецизност,Precision
en,Размерност,Dimensionality
en,Числов,Numerical
en,Външна,External
en,Разработка,Elaboration
en,Поръчка,Order
en,Изпълнител,Executant
en,лабораторен тест,laboratory test
en,Поръчки за храна,Orders for food
en,Столуващи хора,Catering Users
en,Добавяне на за_4524f,"Add an entry in ""Catering Companies"""
en,Фирми за кетъринг,Catering Companies
en,Позиции,Positions
en,Камера,Camera
en,Камери за виде_35689,Cameras for video surveillance
en,Тип на документа,Document Type
en,Номер на докум_ca9b7,Document Number
en,Регистър на тр_23d90,"Register of shipping documents CMR, B/L"
en,Състояние на п_85f2f,Condition of Shipments
en,Регистър,Register
en,Претенции за р_46c2e,Claims for reclamation
en,Пратки,Shipments
en,Заявка,Request
en,Доставка,Delivery
en,Товарене,Loading
en,По договор,Under contract
en,Номер на заявката,Request Number
en,Заявки за това_2f537,Request for loading
en,Позиция,Position
en,Палет,Pallet
en,Търсене на пал_74cfe,Search pallet in warehouse
en,Палети в СКЛАД,Pallets in Warehouse
en,Носещи колони _068c0,Supporting columns in number of pallet locations
en,Колони,Columns
en,Редове,Rows
en,Стелаж №,Stillage №
en,Търсене на про_ee600,Search product in warehouse
en,Стелажи в СКЛАД,Stillages in Warehouse
en,Видове палети,Types of pallets
en,Зони,Zones
en,Стелажи,Stillages
en,Палети,Pallets
en,Движения,Movements
en,Експедиция,Shipping
en,Липсват потреб_199b,Missing users for choice
en,Към документ №,To document №
en,сигнал,signal
en,Ресто,Change
en,Продадено,Sold
en,Точка,Point
en,Средства за пл_92d8c,Means of payment
en,Отчети,Reports
en,Бързи бутони,Shortcuts
en,Бележки за про_9f1b5,Cash receipts
en,Точки на Продажба,Points of Sale
en,Маршрути,Routes
en,Търговец,Salesman
en,Клиент,Customer
en,Недоставени,Undelivered
en,Доставени,Delivered
en,Неплатени,Unpaid
en,Платени,Paid
en,Основание за с_ee041,Reason for creation
en,Закупчик,Buyer
en,Платено,Paid
en,Доставено,Delivered
en,Поръчано,Ordered
en,Стойности,Values
en,Заповеди,Orders
en,Ползване от,Use of
en,Считано,Regarded
en,неплатен,unpaid
en,платен,paid
en,Информация->Вид,Information->Type
en,Считано->До,Regarded->To
en,Считано->От,Regarded->From
en,Молби,Applications
en,MKB код,ICD code
en,Причина,Reason
en,Отсъствие,Absence
en,НКПД,NCO
en,Назначени,Hired
en,Щат,Plan
en,НКИД,NCEA
en,Организационн_9216c,Organization structure
en,Брой дни,Number of days
en,Графици,Schedules
en,Шаблон,Template
en,Създаване->От,Create->From
en,Създаване->На,Create->On
en,Шаблони за тру_db451,Templates for employment contracts
en,Оборот,Turnover
en,Баланси,Balances
en,Приходи и Разходи,Revenues and Expenses
en,По подразделен_e850,By Divisions / Activities
en,Баланс,Balance
en,Приходи / Разходи,Revenues / Expenses
en,Дейност,Activity
en,Видове дейности,Types of activities
en,Подразделение,Subdivision
en,Номер на опера_27d02,Operation number
en,Парични средства,Bankroll
en,Вносни Бележки,Deposit slips
en,Нареждане Разп_be4e,Cash payment order
en,Платежни Нареж_44b2,Payment orders
en,Вътрешни транс_4e7b,Internal transfers
en,Разходни докум_4dc4,Expenditure documents
en,Приходни докум_bbe4,Revenue documents
en,Oператори,Operators
en,Представляват,Represent
en,Титуляри,Holders
en,Банкова сметка,Bank account
en,Поотделно,Separately
en,Създаден:,Created:
en,Вальор,Value date
en,бр,no.
en,Активирани,Activated
en,Кредит сметка,Credit account
en,Дебит сметка,Debit account
en,КОВ,CCE
en,ВКТ,ICT
en,РКО,DCO
en,ПКО,CCO
en,Касиер,Cashier
en,Фирмени каси,Cash-desks
en,Тип документ,Document Type
en,Бланки,Templates
en,Наши сметки,Our accounts
en,Всички сметки,All accounts
en,Банкови сметки_e9ab,Company bank accounts
en,Разплащателна,Current account
en,ДА Групи,LTA Groups
en,Кредит,Credit
en,Дебит,Debit
en,Обобщен,Generalized
en,крайно,end
en,начално,start
en,Салдо,Balance
en,кредит,credit
en,дебит,debit
en,Обороти,Turnovers
en,Максимум,Maximum
en,Минимум,Minimum
en,Перо 3,Feather 3
en,Перо 2,Feather 2
en,Перо 1,Feather 1
en,От начална дата,From start date
en,Лимит,Limit
en,Група->продукти,Group->products
en,Мета данни,Metadata
en,Брой продукти,Number of products
en,Продуктова група,Product Group
en,Сметкоплан,Chart of accounts
en,Корекционна,Correctional
en,Смесена,Mixed
en,Активна,Active
en,Пасивна,Passive
en,Макс. ном.,Max. number
en,Пера в номенкл_8048c,Items in the nomenclature
en,Справки,Reports
en,Последен запис,Last record
en,%ДДС,%VAT
en,Счетоводни пер_b160,Accounting periods
en,Наистина ли же_42ad1,Do you really want to finish the period?
en,Приключване,Complete
en,Инвентарна книга,Inventory book
en,ГАН,YDR
en,В употреба от,In use from
en,Сериен,Serial
en,Наш,Our
en,Регистър на дъ_da20c,Fixed assets register
en,ценоразпис,Price list
en,Наистина ли же_2a886,Do you really want the document to be accounted?
en,Контиране,Posting
en,Всички експеди_f789,All shipping orders
en,Мярка / Опаковка,Measure/Packaging
en,ЕАН,EAN
en,Всички цени са,All prices are
en,Групи продукти,Groups of Products
en,Всички ценораз_2c36,All price lists
en,без ДДС,without VAT
en,Наистина ли же_c9dfa,Do you really want to correct the document?
en,Корекция,Correction
en,КИ,CN
en,ДИ,DN
en,Към продажба,To sale
en,Основание за р_b916b,Reason for the VAT amount
en,Дата на данъчн_dc848,Date of the tax event
en,Съставил,Prepared
en,Каса,Cash-desk
en,Банкова с-ка,Bank acc
en,на ден,per day
en,Лихва за проср_a5486,Interest on late payments
en,Краен срок за п_0995,Deadline for payment
en,Начин,Method
en,Плащане,Payment
en,Отговорен за с_31d0a,Responsible for the business operation
en,Условие,Condition
en,Общо,Total
en,ДДС,VAT
en,Данъчна основа,Tax base
en,С думи,Verbally
en,ЕИК,UIC
en,номер по ЗДДС,VAT number
en,Доставчик,Supplier
en,към Фактура,to Invoice
en,ОРИГИНАЛ,ORIGINAL
en,Място,Place
en,Всички фактури_fe82,All sales invoices
en,с начисляване,with accrual
en,Цена,Price
en,Мярка/Опак.,Measure/Pack.
en,Продукт,Product
en,Експедиране,Shipping
en,Всички продажби,All sales
en,Контиран,Posted
en,Последващ,Subsequent
en,с ДДС,VAT included
en,без,without
en,В сила,In effect
en,Без ДДС,Without VAT
en,Разх. норми,Cons. norms
en,Политики,Policies
en,Наследява,Inherit
en,Ценови политики,Pricing policies
en,Групи на артик_653d2,Groups of items
en,Дълбочина,Depth
en,Височина,Height
en,Ширина,Width
en,Габарит,Dimension
en,Тара,Tare
en,Нето,Net
en,Количество,Quantity
en,Добавяне на оп_42af5,Add packaging for 
en,Услуги,Services
en,Суровини и мат_72165,Raw Materials
en,Стоки,Goods
en,Резервни части,Spare parts
en,Продукти - стан_a7ed,Products - standard
en,Продукти - нест_4a43,Products - nonstandard
en,Консумативи,Consumables
en,Заготовки,Preformed
en,Код БН,Code BN
en,Ценова група,Price group
en,Габарити,Dimensions
en,Тегло,Weight
en,К-во,Quantity
en,Опаковка,Package
en,Артикул,Item
en,Свойства,Properties
en,Стоки - други,Goods - other
en,Добави към пот_57ea5,Add to user
en,сек.,sec
en,Вътрешен,Internal
en,Контакт,Contact
en,Външен,External
en,Списък за масово разпращане,List for mass sending
en,Ключово поле,Key field
en,Всички полета,All fields
en,Създадено на,Created on
en,Създадено от,Created by
en,Записи,Recordings
en,Лица в групата,Persons in the group
en,Промяна ЛК,Change ID card
en,Промяна на дан_fd64e,Change data
en,Редактиране на_3c38,Edit location
en,Нормално,Normally
en,също да бъдат п_e017,also be moved
en,намиращи се в,located in
en,имейл-а от,emails from
en,Желаете ли и ос_bcb3,Would you like and the other
en,Нова нишка,New thread
en,промяна,change
en,Заявки за прод_7423e,Request for sale
en,fromTo,fromTo
en,Несъответствия,Inconsistencies
en,Рекламации,Reclamations
en,Поръчки,Orders
en,Заявки,Applications
en,Столуващи,Users
en,Кетъринг,Catering
en,Дневни менюта,Daily menus
en,Правила,Regulations
en,Показатели,Data
en,Правило,Rule
en,Ведомост,Payroll
en,Производствен_2b5ea,Production tasks
en,Рецепти,Recipes
en,Палитра,Palette
en,Палитри,Palettes
en,Задания,Assignments
en,Задания за про_80703,Assignments for production
en,В процес на раз_26e5,Under construction
en,Универсален пр_b8e9,General Product
en,Технолог,Technologist
en,Мастила,Inks
en,Покупки,Purchases
en,Несъответсвия,Inconsistencies
en,Рекламация,Reclamation
en,ЛС,HR
en,Колцентър,Callcenter
en,просрочване с,overdue with
en,Добавяне на но_ef55d,Adding a New Task
en,Обменено,Exchanged
en,Получено,Received
en,Грешка при изп_bd922,Error sending to
en,Трябва да сте л_645c,You must be logged in to edit this entry.
en,Лица отговарящ_ed86,Persons meeting the filter
en,Редактиран док_a26d,Edited document
en,Покупка,Purchase
en,Оферта,Quotation
en,Фактура,Invoice
en,Непознат форма_627b,Unknown format for duration
en,Времена->Продъ_1a71e,Times-> Duration
en,отпечатвания,prints
en,width,width
en,Фирми отговаря_1f19,Companies meeting the filter
en,използвания,uses
en,препратени,forwarded
en,Въведете досег_93ca,Enter your current password
en,Нова парола (пак),New password (again)
en,Нова парола,New password
en,Стара парола,Current password
en,Смяна на паролата,Change password
en,Стойността не _5138d,Value is not a valid email
en,Служебни комун_a56f,Business communications->Emails
en,сваляне,download
en,Не може да се н_2c222,Could not make a reminder in the past 
en,Опитайте пак,Try again
en,Прекалено дълг_7fa8,Too long time for relogin
en,Прогрес по,Progress of
en,Прогрес по зад_30f07,Progress on tasks
en,Брой,Number
en,normal,normal
en,Затворено,Closed
en,Точки,Points
en,Типове сигнали,Issue types
en,Нов вътрешен,New internal
en,Получено на,Received on
en,Мобилен номер,Mobile number
en,Изпращач,Sender
en,Услуга,Service
en,Грешка при изп_441ef,Error sending
en,Грешка при пол_93864,Error receiving
en,Изпратен,Sent
en,Получен,Received
en,Статус на съоб_e3628,Message status
en,Изпратено,Sent
en,Изпратени факс_d0b0,Sent faxes
en,Картинка,Picture
en,Въпрос,Question
en,Гласуване,Voting
en,Опции,Options
en,Въпроси,Questions
en,Обобщение,Generalization
en,Oписание,Description
en,Параметри за л_3a5df,Parameters for laboratory tests
en,Максимална,Maximum
en,Минимална,Minimum
en,Възможни стойн_abd9,Possible values
en,Параметър,Parameter
en,Оборудване,Equipment
en,Методи за лабо_c1b4f,Methods for laboratory testing
en,Contact card,Contact card
en,Редактиране на_8a70,Edit user data
en,Profile,Profile
en,При промяна на _81b9,When changing the nickname of the user must be assigned a new password
en,Промяна на,Change of
en,Въвели сте нед_c1a80,You have entered an unacceptable value:
en,получавания,arrivals
en,Основание,Reason
en,Изчакайте и оп_cee8a,Please try again later
en,Прекалено крат_9f06,Too short time for relogin
en,Бланка,Template
en,Привет,Greetings
en,Персонализаци_12704,Personalization of
en,Първи документ,First document
en,изпращания,sents
en,използване,use
en,Използван доку_e8f2,Used document
en,сваляния,downloads
en,виждания,reads
en,Свален файл,Downloaded file
en,Видян документ,Read document
en,Възможно е дуб_8f991,It is possible to duplicate with the following company
en,Потвърдено пол_3c2d,Acknowledge receipt
en,Успешно изпрат_cee1,Successfully sent to
en,Последно добавенo,Last added
en,Национален №,National No
en,в тип,in type
en,Възникна грешк_d1cf,There was an error processing the data file
en,виждане,read
en,Търсене на пап_380be,Searching for folders corresponding to
en,Номера,Numbers
en,Търсен,Searched
en,Позвъняващ,Calling
en,Изходящ,Outgoing
en,Входящ,Incoming
en,Тип на разговора,Type of conversation
en,Тип на обаждането,Type of the call
en,Няма информация,No Information
en,Отговорено,Answered
en,Заето,Busy
en,Прекъснато,Interrupted
en,Без отговор,Unanswered
en,Състояние на о_139c8,State of Call
en,Лаб,Laboratory
en,Централа,Call center
en,Преместване на_58e9,Moving thread of documents
en,"Моля, посочете _dd0b",Please specify where to move selected thread
en,Използване,Using
en,отпечатване,print
en,входящ документ,Incoming Document
en,Съдебна регист_99ba,Court Registration
en,Преместване на_bbc8,Moving threads of documents
en,"Моля, посочете _1d89",Please specify where to move selected threads
en,СМС,SMS
en,Инициатор,Initiator
en,Разговори,Calls
en,Все още няма ус_3bd5,There are still no conditions
en,Условия на про_52100,Terms of sale
en,Фирми започващ_850b,Company names starting with letters
en,Лица започващи_337a,Names starting with letters
en,препратен,forwarded
en,Съблюдаване на,Compliance
en,Всички напомня_6e71,All reminders
en,Заявки за покупки,Purchase orders
en,Крайната цел е _13d8,End point has been reached
en,Дебъг,Debug
en,Нямате достъп _07fa3,You don't have access to this folder! Are you sure you want to move the thread?
en,Групово премес_af15,Group moving
en,Избор на папка _ac67,Choose folder for the thread
en,"Моля, изберете _8a6d","Please, choose a folder"
en,Преместване в _8ff89,Moving in new Persons folder
en,"Моля, въведете _dfd8",Please enter the contact details of the person
en,Преместване в _56087,Move selected threads to a new Company folder
en,"Моля, въведете _c6b3",Please enter the contact details of the company
en,Преместване на_8cc0,Move the document to a new folder
en,"Моля, посочете _abdb",Please choose where you want the document to be moved
en,Препратен имейл,forwarded email
en,Артикули в кат_f7279,Products in Catalog
en,Труд,Labor
en,Финансова сделка,Finance Deal
en,Авансов отчет,Petty Cash Report
en,Служебен аванс,Petty Cash
en,Външни услуги,Outside services
en,Спецификация,Specification
en,Всички потреби_ec69,All users
en,КЦ,Call center
en,Изходен код на _2665,Source code of the email
en,Хедърите на им_6d6e4,The headers of the email
en,Прикачените фа_4961,Attachments
en,Текстовата час_0abd,Text part of the email
en,HTML изглед,HTML view
en,Предупреждение,Warning
en,Игнорирай пред_32cc,Ignore the warning
en,Възможно е дуб_6e72b,Possible duplication with the following person
en,Полето трябва _35b3d,The field must contain 10 digits.
en,Не е валидно ЕГ_50e3,Not valid EGN./Not valid Foreign Personal ID.
en,Управители,Managers
en,Служители,Personnel
en,Човешки ресурси,Human Resources
en,оттеглени,rejected
en,ГРЕШКА В БАЗАТ_c7eb1,Database Error
en,Телефон,Phone
en,Кредитори,Creditors
en,Институции,Institutions
en,Доставчици,Suppliers
